Code,Name,Comune,Provincia,Regione,Row,Col,Lat (WGS84),Lon (WGS84),X (WGS84 UTM32N),Y (WGS84 UTM32N),Height
00570,BERSANO,BESENZONE,PIACENZA,EMILIA-ROMAGNA,30,14,"44,99250","10,016225",580104,4982620,"39,6"
00571,S.ANDREA,BUSSETO,PARMA,EMILIA-ROMAGNA,29,14,"44,94750","10,016225",580167,4977621,"45,3"
00572,CASTIONE MARCHESI,FIDENZA,PARMA,EMILIA-ROMAGNA,28,14,"44,90250","10,016225",580230,4972622,"61,4"
00573,FORNIO,FIDENZA,PARMA,EMILIA-ROMAGNA,27,14,"44,85750","10,016225",580292,4967623,"102,6"
00574,SALSOMAGGIORE TERME,SALSOMAGGIORE TERME,PARMA,EMILIA-ROMAGNA,26,14,"44,81250","10,016225",580355,4962624,"185,4"
00575,VARANO DEI MARCHESI,MEDESANO,PARMA,EMILIA-ROMAGNA,25,14,"44,76750","10,016225",580417,4957626,"296,4"
00576,ROCCALANZONA,MEDESANO,PARMA,EMILIA-ROMAGNA,24,14,"44,72250","10,016225",580480,4952627,"367,5"
00577,VARANO DE'MELEGARI,VARANO DE' MELEGARI,PARMA,EMILIA-ROMAGNA,23,14,"44,67750","10,016225",580542,4947628,"276,6"
00578,MONTE S.ANTONIO,SOLIGNANO,PARMA,EMILIA-ROMAGNA,22,14,"44,63250","10,016225",580604,4942630,"381,7"
00579,CASSIO,TERENZO,PARMA,EMILIA-ROMAGNA,21,14,"44,58750","10,016225",580667,4937631,"586,9"
00580,CASTELLONCHIO,BERCETO,PARMA,EMILIA-ROMAGNA,20,14,"44,54250","10,016225",580729,4932632,"822,1"
00581,BERCETO,BERCETO,PARMA,EMILIA-ROMAGNA,19,14,"44,49750","10,016225",580791,4927634,"1049,7"
00582,MARRA,CORNIGLIO,PARMA,EMILIA-ROMAGNA,18,14,"44,45250","10,016225",580853,4922635,"1046,3"
00583,MONTE MARMAGNA,CORNIGLIO,PARMA,EMILIA-ROMAGNA,17,14,"44,40750","10,016225",580915,4917637,"1351,4"
00584,PASSO DELLE GUADINE,BAGNONE,MASSA CARRARA,TOSCANA,16,14,"44,36250","10,016225",580977,4912639,"989,4"
00608,STAGNO LOMBARDO,STAGNO LOMBARDO,CREMONA,LOMBARDIA,32,15,"45,08250","10,079275",584941,4992682,"33,6"
00609,POLESINE PARMENSE,POLESINE PARMENSE,PARMA,EMILIA-ROMAGNA,31,15,"45,03750","10,079275",585008,4987683,"32,0"
00610,FRESCAROLO,BUSSETO,PARMA,EMILIA-ROMAGNA,30,15,"44,99250","10,079275",585074,4982684,"33,2"
00611,RONCOLE VERDI,BUSSETO,PARMA,EMILIA-ROMAGNA,29,15,"44,94750","10,079275",585141,4977685,"39,1"
00612,BASTELLI,FIDENZA,PARMA,EMILIA-ROMAGNA,28,15,"44,90250","10,079275",585208,4972686,"52,6"
00613,FIDENZA,FIDENZA,PARMA,EMILIA-ROMAGNA,27,15,"44,85750","10,079275",585274,4967687,"72,7"
00614,COSTA PAVESE,FIDENZA,PARMA,EMILIA-ROMAGNA,26,15,"44,81250","10,079275",585340,4962689,"133,0"
00615,COSTAMEZZANA,NOCETO,PARMA,EMILIA-ROMAGNA,25,15,"44,76750","10,079275",585407,4957690,"225,4"
00616,S.ANDREA BAGNI,MEDESANO,PARMA,EMILIA-ROMAGNA,24,15,"44,72250","10,079275",585473,4952691,"252,0"
00617,FORNOVO DI TARO,FORNOVO DI TARO,PARMA,EMILIA-ROMAGNA,23,15,"44,67750","10,079275",585539,4947693,"206,5"
00618,BARDONE,TERENZO,PARMA,EMILIA-ROMAGNA,22,15,"44,63250","10,079275",585605,4942694,"472,7"
00619,CASTELLO DI CASOLA,TERENZO,PARMA,EMILIA-ROMAGNA,21,15,"44,58750","10,079275",585672,4937695,"722,8"
00620,PUGNETOLO,CORNIGLIO,PARMA,EMILIA-ROMAGNA,20,15,"44,54250","10,079275",585738,4932697,"1079,0"
00621,CORNIGLIO NORD,CORNIGLIO,PARMA,EMILIA-ROMAGNA,19,15,"44,49750","10,079275",585804,4927698,"867,8"
00622,CORNIGLIO SUD,CORNIGLIO,PARMA,EMILIA-ROMAGNA,18,15,"44,45250","10,079275",585870,4922700,"927,9"
00623,RIANA,MONCHIO DELLE CORTI,PARMA,EMILIA-ROMAGNA,17,15,"44,40750","10,079275",585936,4917701,"1247,3"
00624,MONTE SILLARA,MONCHIO DELLE CORTI,PARMA,EMILIA-ROMAGNA,16,15,"44,36250","10,079275",586001,4912703,"1425,7"
00649,ZIBELLO,PIEVE D'OLMI,CREMONA,LOMBARDIA,31,16,"45,03750","10,142325",589974,4987751,"30,8"
00650,ARDOLA,ZIBELLO,PARMA,EMILIA-ROMAGNA,30,16,"44,99250","10,142325",590044,4982752,"30,2"
00651,SORAGNA,SORAGNA,PARMA,EMILIA-ROMAGNA,29,16,"44,94750","10,142325",590115,4977753,"36,2"
00652,PAROLETTA,FONTANELLATO,PARMA,EMILIA-ROMAGNA,28,16,"44,90250","10,142325",590185,4972754,"45,0"
00653,CASALBARBATO,FONTANELLATO,PARMA,EMILIA-ROMAGNA,27,16,"44,85750","10,142325",590256,4967756,"58,4"
00654,GALVANA,NOCETO,PARMA,EMILIA-ROMAGNA,26,16,"44,81250","10,142325",590326,4962757,"87,7"
00655,MEDESANO,MEDESANO,PARMA,EMILIA-ROMAGNA,25,16,"44,76750","10,142325",590396,4957758,"123,3"
00656,OZZANO TARO,COLLECCHIO,PARMA,EMILIA-ROMAGNA,24,16,"44,72250","10,142325",590466,4952759,"134,9"
00657,RESPICCIO,FORNOVO DI TARO,PARMA,EMILIA-ROMAGNA,23,16,"44,67750","10,142325",590536,4947761,"271,1"
00658,LESIGNANO PALMIA,TERENZO,PARMA,EMILIA-ROMAGNA,22,16,"44,63250","10,142325",590606,4942762,"413,3"
00659,CALESTANO,CALESTANO,PARMA,EMILIA-ROMAGNA,21,16,"44,58750","10,142325",590676,4937763,"698,5"
00660,SIGNATICO,CORNIGLIO,PARMA,EMILIA-ROMAGNA,20,16,"44,54250","10,142325",590746,4932765,"679,7"
00661,PETRIGNACOLA,TIZZANO VAL PARMA,PARMA,EMILIA-ROMAGNA,19,16,"44,49750","10,142325",590816,4927766,"866,9"
00662,MONTE CAIO,PALANZANO,PARMA,EMILIA-ROMAGNA,18,16,"44,45250","10,142325",590886,4922768,"1095,5"
00663,MONCHIO DELLE CORTI,MONCHIO DELLE CORTI,PARMA,EMILIA-ROMAGNA,17,16,"44,40750","10,142325",590956,4917769,"922,9"
00664,PASSO DEL LAGASTRELLO,MONCHIO DELLE CORTI,PARMA,EMILIA-ROMAGNA,16,16,"44,36250","10,142325",591026,4912771,"1181,0"
00665,MONTE ACUTO,COMANO,MASSA CARRARA,TOSCANA,15,16,"44,31750","10,142325",591095,4907773,"1042,4"
00689,SAN DANIELE PO,SAN DANIELE PO,CREMONA,LOMBARDIA,31,17,"45,03750","10,205375",594940,4987823,"28,2"
00690,ROCCABIANCA,ROCCABIANCA,PARMA,EMILIA-ROMAGNA,30,17,"44,99250","10,205375",595014,4982824,"29,0"
00691,PORTONE DEL PIZZO,SAN SECONDO PARMENSE,PARMA,EMILIA-ROMAGNA,29,17,"44,94750","10,205375",595089,4977825,"32,0"
00692,CASTEL'AICARDI,SAN SECONDO PARMENSE,PARMA,EMILIA-ROMAGNA,28,17,"44,90250","10,205375",595163,4972826,"36,5"
00693,FONTEVIVO,FONTEVIVO,PARMA,EMILIA-ROMAGNA,27,17,"44,85750","10,205375",595237,4967828,"48,4"
00694,CASTELGUELFO,NOCETO,PARMA,EMILIA-ROMAGNA,26,17,"44,81250","10,205375",595311,4962829,"65,3"
00695,COLLECCHIO,COLLECCHIO,PARMA,EMILIA-ROMAGNA,25,17,"44,76750","10,205375",595385,4957830,"93,2"
00696,SALA BAGANZA OVEST,SALA BAGANZA,PARMA,EMILIA-ROMAGNA,24,17,"44,72250","10,205375",595459,4952831,"172,0"
00697,S.MICHELE DE'GATTI,SALA BAGANZA,PARMA,EMILIA-ROMAGNA,23,17,"44,67750","10,205375",595533,4947833,"273,9"
00698,TORDENASO,LANGHIRANO,PARMA,EMILIA-ROMAGNA,22,17,"44,63250","10,205375",595607,4942834,"467,0"
00699,PRANELLO,LANGHIRANO,PARMA,EMILIA-ROMAGNA,21,17,"44,58750","10,205375",595681,4937835,"656,3"
00700,ALBAZZANO,TIZZANO VAL PARMA,PARMA,EMILIA-ROMAGNA,20,17,"44,54250","10,205375",595755,4932837,"542,4"
00701,TIZZANO VAL PARMA,TIZZANO VAL PARMA,PARMA,EMILIA-ROMAGNA,19,17,"44,49750","10,205375",595829,4927838,"789,2"
00702,CALATTA,PALANZANO,PARMA,EMILIA-ROMAGNA,18,17,"44,45250","10,205375",595902,4922840,"823,4"
00703,VAIRO,PALANZANO,PARMA,EMILIA-ROMAGNA,17,17,"44,40750","10,205375",595976,4917841,"816,5"
00704,SUCCISO,RAMISETO,REGGIO EMILIA,EMILIA-ROMAGNA,16,17,"44,36250","10,205375",596050,4912843,"1135,2"
00705,PASSO DEL CERRETO,COLLAGNA,REGGIO EMILIA,EMILIA-ROMAGNA,15,17,"44,31750","10,205375",596123,4907845,"1344,0"
00706,SASSALBO,FIVIZZANO,MASSA CARRARA,TOSCANA,14,17,"44,27250","10,205375",596197,4902846,"1123,2"
00729,MOTTA BALUFFI,TORRICELLA DEL PIZZO,CREMONA,LOMBARDIA,31,18,"45,03750","10,268425",599906,4987899,"27,4"
00730,GRAMIGNAZZO,SISSA,PARMA,EMILIA-ROMAGNA,30,18,"44,99250","10,268425",599984,4982900,"26,9"
00731,TRECASALI,TRECASALI,PARMA,EMILIA-ROMAGNA,29,18,"44,94750","10,268425",600063,4977901,"30,0"
00732,RONCO-CAMPO,TRECASALI,PARMA,EMILIA-ROMAGNA,28,18,"44,90250","10,268425",600141,4972902,"32,7"
00733,RONCOPASCOLO,PARMA,PARMA,EMILIA-ROMAGNA,27,18,"44,85750","10,268425",600219,4967903,"39,6"
00734,S.PANCRAZIO,PARMA,PARMA,EMILIA-ROMAGNA,26,18,"44,81250","10,268425",600297,4962905,"56,0"
00735,STRADELLA,COLLECCHIO,PARMA,EMILIA-ROMAGNA,25,18,"44,76750","10,268425",600375,4957906,"91,2"
00736,SALA BAGANZA EST,PARMA,PARMA,EMILIA-ROMAGNA,24,18,"44,72250","10,268425",600453,4952907,"135,8"
00737,FELINO,FELINO,PARMA,EMILIA-ROMAGNA,23,18,"44,67750","10,268425",600531,4947908,"216,6"
00738,LANGHIRANO NORD,LANGHIRANO,PARMA,EMILIA-ROMAGNA,22,18,"44,63250","10,268425",600608,4942910,"307,0"
00739,LANGHIRANO SUD,LESIGNANO DE'BAGNI,PARMA,EMILIA-ROMAGNA,21,18,"44,58750","10,268425",600686,4937911,"429,4"
00740,CASTELMOZZANO,NEVIANO DEGLI ARDUINI,PARMA,EMILIA-ROMAGNA,20,18,"44,54250","10,268425",600764,4932913,"545,1"
00741,MONTE FUSO,TIZZANO VAL PARMA,PARMA,EMILIA-ROMAGNA,19,18,"44,49750","10,268425",600841,4927914,"758,7"
00742,CERREGGIO,RAMISETO,REGGIO EMILIA,EMILIA-ROMAGNA,18,18,"44,45250","10,268425",600919,4922916,"589,3"
00743,RAMISETO,RAMISETO,REGGIO EMILIA,EMILIA-ROMAGNA,17,18,"44,40750","10,268425",600996,4917917,"972,4"
00744,MONTE VENTASSO,COLLAGNA,REGGIO EMILIA,EMILIA-ROMAGNA,16,18,"44,36250","10,268425",601074,4912919,"1098,0"
00745,COLLAGNA,COLLAGNA,REGGIO EMILIA,EMILIA-ROMAGNA,15,18,"44,31750","10,268425",601151,4907920,"1110,9"
00746,CIMA BELFIORE,COLLAGNA,REGGIO EMILIA,EMILIA-ROMAGNA,14,18,"44,27250","10,268425",601228,4902922,"1444,5"
00770,GUSSOLA,GUSSOLA,CREMONA,LOMBARDIA,30,19,"44,99250","10,331475",604954,4982980,"26,8"
00771,COLTARO,COLORNO,PARMA,EMILIA-ROMAGNA,29,19,"44,94750","10,331475",605036,4977981,"27,2"
00772,TORRILE,TORRILE,PARMA,EMILIA-ROMAGNA,28,19,"44,90250","10,331475",605118,4972982,"30,6"
00773,S.MARTINO,PARMA,PARMA,EMILIA-ROMAGNA,27,19,"44,85750","10,331475",605200,4967983,"36,5"
00774,PARMA,PARMA,PARMA,EMILIA-ROMAGNA,26,19,"44,81250","10,331475",605282,4962984,"50,6"
00775,PARMA SUD,PARMA,PARMA,EMILIA-ROMAGNA,25,19,"44,76750","10,331475",605364,4957986,"74,2"
00776,VIGATTO,PARMA,PARMA,EMILIA-ROMAGNA,24,19,"44,72250","10,331475",605446,4952987,"114,2"
00777,PANOCCHIA,TRAVERSETOLO,PARMA,EMILIA-ROMAGNA,23,19,"44,67750","10,331475",605528,4947988,"161,6"
00778,LESIGNANO DE BAGNI,LESIGNANO DE'BAGNI,PARMA,EMILIA-ROMAGNA,22,19,"44,63250","10,331475",605609,4942990,"275,9"
00779,NEVIANO DEGLI ARDUINI,NEVIANO DEGLI ARDUINI,PARMA,EMILIA-ROMAGNA,21,19,"44,58750","10,331475",605691,4937991,"361,6"
00780,LUPAZZANO,NEVIANO DEGLI ARDUINI,PARMA,EMILIA-ROMAGNA,20,19,"44,54250","10,331475",605772,4932992,"399,8"
00781,VETTO,NEVIANO DEGLI ARDUINI,PARMA,EMILIA-ROMAGNA,19,19,"44,49750","10,331475",605854,4927994,"517,5"
00782,CASELLA,VETTO,REGGIO EMILIA,EMILIA-ROMAGNA,18,19,"44,45250","10,331475",605935,4922995,"531,0"
00783,MONTEDURO,BUSANA,REGGIO EMILIA,EMILIA-ROMAGNA,17,19,"44,40750","10,331475",606017,4917997,"868,3"
00784,BUSANA,BUSANA,REGGIO EMILIA,EMILIA-ROMAGNA,16,19,"44,36250","10,331475",606098,4912998,"786,7"
00785,LIGONCHIO,LIGONCHIO,REGGIO EMILIA,EMILIA-ROMAGNA,15,19,"44,31750","10,331475",606179,4908000,"1038,6"
00786,MONTE SILLANO,SILLANO,LUCCA,TOSCANA,14,19,"44,27250","10,331475",606260,4903002,"1451,1"
00810,CASALMAGGIORE,CASALMAGGIORE,CREMONA,LOMBARDIA,30,20,"44,99250","10,394525",609924,4983063,"25,2"
00811,COPERMIO,COLORNO,PARMA,EMILIA-ROMAGNA,29,20,"44,94750","10,394525",610010,4978064,"25,2"
00812,MAZZABUE,COLORNO,PARMA,EMILIA-ROMAGNA,28,20,"44,90250","10,394525",610096,4973066,"25,3"
00813,RAMADESE,PARMA,PARMA,EMILIA-ROMAGNA,27,20,"44,85750","10,394525",610182,4968067,"29,8"
00814,CHIOZZOLA,PARMA,PARMA,EMILIA-ROMAGNA,26,20,"44,81250","10,394525",610268,4963068,"38,9"
00815,COLORETO,PARMA,PARMA,EMILIA-ROMAGNA,25,20,"44,76750","10,394525",610354,4958069,"57,3"
00816,MONTICELLI TERME,MONTECHIARUGOLO,PARMA,EMILIA-ROMAGNA,24,20,"44,72250","10,394525",610439,4953070,"97,4"
00817,MONTECHIARUGOLO,MONTECHIARUGOLO,PARMA,EMILIA-ROMAGNA,23,20,"44,67750","10,394525",610525,4948072,"128,1"
00818,TRAVERSETOLO,TRAVERSETOLO,PARMA,EMILIA-ROMAGNA,22,20,"44,63250","10,394525",610610,4943073,"190,7"
00819,CIANO D'ENZA,NEVIANO DEGLI ARDUINI,PARMA,EMILIA-ROMAGNA,21,20,"44,58750","10,394525",610696,4938075,"305,3"
00820,RONCAGLIO,CANOSSA,REGGIO EMILIA,EMILIA-ROMAGNA,20,20,"44,54250","10,394525",610781,4933076,"445,7"
00821,VEDRIANO,VETTO,REGGIO EMILIA,EMILIA-ROMAGNA,19,20,"44,49750","10,394525",610867,4928077,"498,9"
00822,CASTELNUOVO NE'MONTI NORD,CASTELNOVO NE' MONTI,REGGIO EMILIA,EMILIA-ROMAGNA,18,20,"44,45250","10,394525",610952,4923079,"634,0"
00823,CASTELNUOVO NE'MONTI SUD,CASTELNOVO NE' MONTI,REGGIO EMILIA,EMILIA-ROMAGNA,17,20,"44,40750","10,394525",611037,4918080,"662,1"
00824,SOLOGNO,VILLA MINOZZO,REGGIO EMILIA,EMILIA-ROMAGNA,16,20,"44,36250","10,394525",611122,4913082,"794,2"
00825,RIFUGIO ZAMBONI,LIGONCHIO,REGGIO EMILIA,EMILIA-ROMAGNA,15,20,"44,31750","10,394525",611207,4908084,"1364,5"
00826,MONTE CUSNA,LIGONCHIO,REGGIO EMILIA,EMILIA-ROMAGNA,14,20,"44,27250","10,394525",611292,4903085,"1657,8"
00827,MONTE BOCCA DI SCALA,SILLANO,LUCCA,TOSCANA,13,20,"44,22750","10,394525",611377,4898087,"1484,3"
00850,,CASALMAGGIORE,CREMONA,LOMBARDIA,30,21,"44,99250","10,457575",614894,4983151,"21,4"
00851,CASABELLOTTO,CASALMAGGIORE,CREMONA,LOMBARDIA,29,21,"44,94750","10,457575",614984,4978152,"23,8"
00852,MEZZANO INFERIORE,SORBOLO,PARMA,EMILIA-ROMAGNA,28,21,"44,90250","10,457575",615074,4973153,"25,0"
00853,SORBOLO,SORBOLO,PARMA,EMILIA-ROMAGNA,27,21,"44,85750","10,457575",615164,4968154,"29,1"
00854,FIESSO,GATTATICO,REGGIO EMILIA,EMILIA-ROMAGNA,26,21,"44,81250","10,457575",615253,4963155,"35,7"
00855,S.ILARIO D'ENZA,GATTATICO,REGGIO EMILIA,EMILIA-ROMAGNA,25,21,"44,76750","10,457575",615343,4958157,"48,9"
00856,PARTITORE,MONTECCHIO EMILIA,REGGIO EMILIA,EMILIA-ROMAGNA,24,21,"44,72250","10,457575",615432,4953158,"75,5"
00857,BIBBIANO,BIBBIANO,REGGIO EMILIA,EMILIA-ROMAGNA,23,21,"44,67750","10,457575",615522,4948159,"111,9"
00858,QUATTRO CASTELLA,QUATTRO CASTELLA,REGGIO EMILIA,EMILIA-ROMAGNA,22,21,"44,63250","10,457575",615611,4943161,"211,2"
00859,CANOSSA,SAN POLO D'ENZA,REGGIO EMILIA,EMILIA-ROMAGNA,21,21,"44,58750","10,457575",615701,4938162,"386,2"
00860,CORTOGNO,CASINA,REGGIO EMILIA,EMILIA-ROMAGNA,20,21,"44,54250","10,457575",615790,4933163,"518,0"
00861,LEGUIGNO,CASINA,REGGIO EMILIA,EMILIA-ROMAGNA,19,21,"44,49750","10,457575",615879,4928165,"590,6"
00862,MAGONFIA,CASTELNOVO NE' MONTI,REGGIO EMILIA,EMILIA-ROMAGNA,18,21,"44,45250","10,457575",615968,4923166,"666,6"
00863,GATTA,CASTELNOVO NE' MONTI,REGGIO EMILIA,EMILIA-ROMAGNA,17,21,"44,40750","10,457575",616057,4918168,"548,2"
00864,VILLA MINOZZO,VILLA MINOZZO,REGGIO EMILIA,EMILIA-ROMAGNA,16,21,"44,36250","10,457575",616146,4913170,"662,3"
00865,SECCHIO,VILLA MINOZZO,REGGIO EMILIA,EMILIA-ROMAGNA,15,21,"44,31750","10,457575",616235,4908171,"956,4"
00866,CERVAROLO,VILLA MINOZZO,REGGIO EMILIA,EMILIA-ROMAGNA,14,21,"44,27250","10,457575",616324,4903173,"1260,5"
00867,PASSO DELLE FORBICI,CASTIGLIONE DI GARFAGNANA,LUCCA,TOSCANA,13,21,"44,22750","10,457575",616413,4898174,"1418,1"
00868,SAN PELLEGRINO IN ALPE,CASTIGLIONE DI GARFAGNANA,LUCCA,TOSCANA,12,21,"44,18250","10,457575",616501,4893176,"1049,6"
00891,VIADANA,VIADANA,MANTOVA,LOMBARDIA,29,22,"44,94750","10,520625",619958,4978243,"21,8"
00892,BRESCELLO,BRESCELLO,REGGIO EMILIA,EMILIA-ROMAGNA,28,22,"44,90250","10,520625",620052,4973244,"23,1"
00893,POVIGLIO,POVIGLIO,REGGIO EMILIA,EMILIA-ROMAGNA,27,22,"44,85750","10,520625",620145,4968246,"25,2"
00894,OLMO,GATTATICO,REGGIO EMILIA,EMILIA-ROMAGNA,26,22,"44,81250","10,520625",620239,4963247,"30,4"
00895,CAMPEGINE,CAMPEGINE,REGGIO EMILIA,EMILIA-ROMAGNA,25,22,"44,76750","10,520625",620332,4958248,"35,4"
00896,QUERCIOLI,CAVRIAGO,REGGIO EMILIA,EMILIA-ROMAGNA,24,22,"44,72250","10,520625",620426,4953249,"54,0"
00897,CAVRIAGO,CAVRIAGO,REGGIO EMILIA,EMILIA-ROMAGNA,23,22,"44,67750","10,520625",620519,4948251,"101,4"
00898,MONTECAVOLO,QUATTRO CASTELLA,REGGIO EMILIA,EMILIA-ROMAGNA,22,22,"44,63250","10,520625",620612,4943252,"172,2"
00899,PACORILE,VEZZANO SUL CROSTOLO,REGGIO EMILIA,EMILIA-ROMAGNA,21,22,"44,58750","10,520625",620706,4938253,"299,8"
00900,MONTE DURO,CASINA,REGGIO EMILIA,EMILIA-ROMAGNA,20,22,"44,54250","10,520625",620799,4933255,"470,4"
00901,CASINA,CASINA,REGGIO EMILIA,EMILIA-ROMAGNA,19,22,"44,49750","10,520625",620892,4928256,"594,6"
00902,CARPINETI,CARPINETI,REGGIO EMILIA,EMILIA-ROMAGNA,18,22,"44,45250","10,520625",620985,4923258,"599,8"
00903,CAVOLA,CARPINETI,REGGIO EMILIA,EMILIA-ROMAGNA,17,22,"44,40750","10,520625",621078,4918259,"510,7"
00904,QUARA,TOANO,REGGIO EMILIA,EMILIA-ROMAGNA,16,22,"44,36250","10,520625",621170,4913261,"691,2"
00905,ROMANORO,FRASSINORO,MODENA,EMILIA-ROMAGNA,15,22,"44,31750","10,520625",621263,4908262,"806,4"
00906,ROVOLO,FRASSINORO,MODENA,EMILIA-ROMAGNA,14,22,"44,27250","10,520625",621356,4903264,"989,8"
00907,PIANDELLAGOTTI,FRASSINORO,MODENA,EMILIA-ROMAGNA,13,22,"44,22750","10,520625",621448,4898266,"1208,9"
00908,S.ANNA PELAGO,PIEVEPELAGO,MODENA,EMILIA-ROMAGNA,12,22,"44,18250","10,520625",621541,4893267,"1352,4"
00909,MONTE ROMECCHIO,BARGA,LUCCA,TOSCANA,11,22,"44,13750","10,520625",621633,4888269,"1151,8"
00932,PIEVE SALICETO,BORETTO,REGGIO EMILIA,EMILIA-ROMAGNA,28,23,"44,90250","10,583675",625029,4973340,"22,1"
00933,MELETOLE,CASTELNOVO DI SOTTO,REGGIO EMILIA,EMILIA-ROMAGNA,27,23,"44,85750","10,583675",625127,4968341,"19,9"
00934,CATELNOVO DI SOTTO,CASTELNOVO DI SOTTO,REGGIO EMILIA,EMILIA-ROMAGNA,26,23,"44,81250","10,583675",625224,4963342,"24,1"
00935,CADELBOSCO DI SOPRA,CADELBOSCO DI SOPRA,REGGIO EMILIA,EMILIA-ROMAGNA,25,23,"44,76750","10,583675",625322,4958343,"30,2"
00936,RONCOCESI,REGGIO NELL'EMILIA,REGGIO EMILIA,EMILIA-ROMAGNA,24,23,"44,72250","10,583675",625419,4953345,"42,7"
00937,RIVALTA,REGGIO NELL'EMILIA,REGGIO EMILIA,EMILIA-ROMAGNA,23,23,"44,67750","10,583675",625516,4948346,"77,0"
00938,ALBINEA,ALBINEA,REGGIO EMILIA,EMILIA-ROMAGNA,22,23,"44,63250","10,583675",625613,4943347,"135,7"
00939,CAVAZZONE,ALBINEA,REGGIO EMILIA,EMILIA-ROMAGNA,21,23,"44,58750","10,583675",625710,4938349,"330,7"
00940,REGNANO,VIANO,REGGIO EMILIA,EMILIA-ROMAGNA,20,23,"44,54250","10,583675",625807,4933350,"389,2"
00941,BAISO,BAISO,REGGIO EMILIA,EMILIA-ROMAGNA,19,23,"44,49750","10,583675",625904,4928351,"444,9"
00942,VALESTRA,CARPINETI,REGGIO EMILIA,EMILIA-ROMAGNA,18,23,"44,45250","10,583675",626001,4923353,"575,8"
00943,BEBBIO,TOANO,REGGIO EMILIA,EMILIA-ROMAGNA,17,23,"44,40750","10,583675",626098,4918354,"497,2"
00944,TOANO,MONTEFIORINO,MODENA,EMILIA-ROMAGNA,16,23,"44,36250","10,583675",626194,4913356,"640,4"
00945,MONTE MODINO,FRASSINORO,MODENA,EMILIA-ROMAGNA,15,23,"44,31750","10,583675",626291,4908358,"1008,6"
00946,FRASSINORO,FRASSINORO,MODENA,EMILIA-ROMAGNA,14,23,"44,27250","10,583675",626388,4903359,"1007,6"
00947,PIEVEPELAGO NORD,PIEVEPELAGO,MODENA,EMILIA-ROMAGNA,13,23,"44,22750","10,583675",626484,4898361,"1266,1"
00948,PIEVEPELAGO SUD,PIEVEPELAGO,MODENA,EMILIA-ROMAGNA,12,23,"44,18250","10,583675",626580,4893363,"1160,7"
00949,MONTE GIOVO,PIEVEPELAGO,MODENA,EMILIA-ROMAGNA,11,23,"44,13750","10,583675",626677,4888364,"1467,3"
00950,,COREGLIA ANTELMINELLI,LUCCA,TOSCANA,10,23,"44,09250","10,583675",626773,4883366,"1035,3"
00969,,VIADANA,MANTOVA,LOMBARDIA,31,24,"45,03750","10,646725",629702,4988435,"20,0"
00970,VILLASTRADA,VIADANA,MANTOVA,LOMBARDIA,30,24,"44,99250","10,646725",629804,4983436,"20,2"
00971,DOSOLO,DOSOLO,MANTOVA,LOMBARDIA,29,24,"44,94750","10,646725",629906,4978438,"21,8"
00972,GUASTALLA,GUALTIERI,REGGIO EMILIA,EMILIA-ROMAGNA,28,24,"44,90250","10,646725",630007,4973439,"21,2"
00973,S.VITTORIA,GUASTALLA,REGGIO EMILIA,EMILIA-ROMAGNA,27,24,"44,85750","10,646725",630109,4968440,"19,8"
00974,CADELBOSCO DI SOTTO,CADELBOSCO DI SOPRA,REGGIO EMILIA,EMILIA-ROMAGNA,26,24,"44,81250","10,646725",630210,4963441,"22,0"
00975,BAGNOLO IN PIANO,REGGIO NELL'EMILIA,REGGIO EMILIA,EMILIA-ROMAGNA,25,24,"44,76750","10,646725",630311,4958442,"28,1"
00976,REGGIO CASELLO,REGGIO NELL'EMILIA,REGGIO EMILIA,EMILIA-ROMAGNA,24,24,"44,72250","10,646725",630412,4953444,"39,6"
00977,REGGIO EMILIA,REGGIO NELL'EMILIA,REGGIO EMILIA,EMILIA-ROMAGNA,23,24,"44,67750","10,646725",630513,4948445,"58,9"
00978,FOGLIANO,ALBINEA,REGGIO EMILIA,EMILIA-ROMAGNA,22,24,"44,63250","10,646725",630614,4943446,"91,6"
00979,SCANDIANO OVEST,SCANDIANO,REGGIO EMILIA,EMILIA-ROMAGNA,21,24,"44,58750","10,646725",630715,4938448,"219,2"
00980,VIANO,VIANO,REGGIO EMILIA,EMILIA-ROMAGNA,20,24,"44,54250","10,646725",630816,4933449,"247,8"
00981,CASTELVECCHIO,BAISO,REGGIO EMILIA,EMILIA-ROMAGNA,19,24,"44,49750","10,646725",630917,4928451,"335,2"
00982,PRIGNANO SULLA SECCHIA OVEST,BAISO,REGGIO EMILIA,EMILIA-ROMAGNA,18,24,"44,45250","10,646725",631018,4923452,"366,7"
00983,SALTINO,PRIGNANO SULLA SECCHIA,MODENA,EMILIA-ROMAGNA,17,24,"44,40750","10,646725",631118,4918454,"510,8"
00984,MONTEFIORINO,MONTEFIORINO,MODENA,EMILIA-ROMAGNA,16,24,"44,36250","10,646725",631219,4913455,"618,5"
00985,PALAGANO,PALAGANO,MODENA,EMILIA-ROMAGNA,15,24,"44,31750","10,646725",631319,4908457,"843,2"
00986,MONTE CANTIERE,LAMA MOCOGNO,MODENA,EMILIA-ROMAGNA,14,24,"44,27250","10,646725",631419,4903458,"1196,6"
00987,RIOLUNATO,RIOLUNATO,MODENA,EMILIA-ROMAGNA,13,24,"44,22750","10,646725",631520,4898460,"988,0"
00988,FIUMALBO,FIUMALBO,MODENA,EMILIA-ROMAGNA,12,24,"44,18250","10,646725",631620,4893462,"1183,8"
